transaction_id,date,store_id,product_id,quantity_sold,sales_amount
TXN000089,2026-05-08,3,39,1,140.0
TXN000089,2026-05-08,3,48,2,48.0
TXN000089,2026-05-08,3,8,1,84.0
TXN000089,2026-05-08,3,50,1,260.0
TXN000092,2026-05-08,3,7,1,130.0
TXN000093,2026-05-08,3,52,1,50.0
TXN000093,2026-05-08,3,8,2,168.0
TXN000093,2026-05-08,3,51,1,180.0
TXN000094,2026-05-08,3,7,1,130.0
TXN000094,2026-05-08,3,41,1,90.0
TXN000095,2026-05-08,3,42,1,620.0
TXN000095,2026-05-08,3,40,1,65.0
TXN000095,2026-05-08,3,52,1,50.0
TXN000096,2026-05-09,1,55,2,60.0
TXN000096,2026-05-09,1,16,1,120.0
TXN000096,2026-05-09,1,54,1,35.0
TXN000097,2026-05-09,1,40,1,65.0
TXN000097,2026-05-09,1,43,1,240.0
TXN000097,2026-05-09,1,25,2,560.0
TXN000097,2026-05-09,1,22,1,30.0
TXN000097,2026-05-09,1,2,2,70.0
TXN000098,2026-05-09,1,22,1,30.0
TXN000098,2026-05-09,1,18,1,20.0
TXN000099,2026-05-09,1,6,1,30.0
TXN000099,2026-05-09,1,16,1,120.0
TXN000100,2026-05-09,1,45,1,135.0
TXN000101,2026-05-09,1,29,2,190.0
TXN000101,2026-05-09,1,51,2,360.0
TXN000101,2026-05-09,1,2,2,70.0
TXN000101,2026-05-09,1,6,3,90.0
TXN000102,2026-05-09,1,31,1,175.0
TXN000102,2026-05-09,1,36,3,315.0
TXN000103,2026-05-09,1,18,1,20.0
TXN000103,2026-05-09,1,20,1,220.0
TXN000103,2026-05-09,1,17,3,135.0
TXN000103,2026-05-09,1,15,2,220.0
TXN000104,2026-05-09,1,49,1,85.0
TXN000104,2026-05-09,1,45,1,135.0
TXN000105,2026-05-09,1,15,1,110.0
TXN000106,2026-05-09,1,9,3,120.0
TXN000106,2026-05-09,1,18,1,20.0
TXN000106,2026-05-09,1,3,2,230.0
TXN000106,2026-05-09,1,36,1,105.0
TXN000107,2026-05-09,1,56,1,120.0
TXN000108,2026-05-09,1,29,2,190.0
TXN000108,2026-05-09,1,22,2,60.0
TXN000108,2026-05-09,1,12,2,180.0
TXN000108,2026-05-09,1,4,1,140.0
TXN000109,2026-05-09,1,5,1,95.0
TXN000109,2026-05-09,1,37,1,160.0
TXN000109,2026-05-09,1,41,1,90.0
TXN000109,2026-05-09,1,44,1,580.0
TXN000110,2026-05-09,1,8,3,252.0
TXN000110,2026-05-09,1,36,2,210.0
TXN000111,2026-05-09,1,15,1,110.0
TXN000111,2026-05-09,1,50,2,520.0
TXN000111,2026-05-09,1,25,1,280.0
TXN000111,2026-05-09,1,29,1,95.0
TXN000112,2026-05-09,1,40,1,65.0
TXN000113,2026-05-09,1,49,1,85.0
TXN000114,2026-05-09,1,11,1,35.0
TXN000115,2026-05-09,1,12,1,90.0
TXN000115,2026-05-09,1,36,2,210.0
TXN000116,2026-05-09,1,45,2,270.0
TXN000116,2026-05-09,1,39,1,140.0
TXN000116,2026-05-09,1,31,1,175.0
TXN000116,2026-05-09,1,19,1,110.0
TXN000117,2026-05-09,1,60,1,40.0
TXN000117,2026-05-09,1,17,3,135.0
TXN000118,2026-05-09,1,8,1,84.0
TXN000119,2026-05-09,1,53,2,80.0
TXN000119,2026-05-09,1,10,2,90.0
TXN000119,2026-05-09,1,5,1,95.0
TXN000120,2026-05-09,1,48,1,24.0
TXN000120,2026-05-09,1,53,2,80.0
TXN000120,2026-05-09,1,37,1,160.0
TXN000120,2026-05-09,1,19,1,110.0
TXN000121,2026-05-09,1,32,2,240.0
TXN000121,2026-05-09,1,29,1,95.0
TXN000121,2026-05-09,1,6,2,60.0
TXN000121,2026-05-09,1,39,1,140.0
TXN000121,2026-05-09,1,3,1,115.0
TXN000122,2026-05-09,1,2,2,70.0
TXN000122,2026-05-09,1,49,2,170.0
TXN000122,2026-05-09,1,53,2,80.0
TXN000123,2026-05-09,1,18,2,40.0
TXN000123,2026-05-09,1,12,2,180.0
TXN000124,2026-05-09,1,43,1,240.0
TXN000124,2026-05-09,1,7,2,260.0
TXN000124,2026-05-09,1,55,2,60.0
TXN000125,2026-05-09,1,19,1,110.0
TXN000125,2026-05-09,1,43,1,240.0
TXN000125,2026-05-09,1,26,1,450.0
TXN000125,2026-05-09,1,53,2,80.0
TXN000126,2026-05-09,1,56,1,120.0
TXN000126,2026-05-09,1,33,1,85.0
TXN000126,2026-05-09,1,53,1,40.0
TXN000126,2026-05-09,1,1,3,192.0
TXN000127,2026-05-09,1,40,1,65.0
TXN000127,2026-05-09,1,32,1,120.0
TXN000128,2026-05-09,1,18,2,40.0
TXN000128,2026-05-09,1,36,2,210.0
TXN000129,2026-05-09,1,8,2,168.0
TXN000129,2026-05-09,1,2,1,35.0
TXN000129,2026-05-09,1,41,1,90.0
TXN000129,2026-05-09,1,39,1,140.0
TXN000130,2026-05-09,1,6,3,90.0
TXN000130,2026-05-09,1,15,2,220.0
TXN000130,2026-05-09,1,54,1,35.0
TXN000130,2026-05-09,1,59,1,35.0
TXN000131,2026-05-09,1,33,1,85.0
TXN000131,2026-05-09,1,46,2,96.0
TXN000131,2026-05-09,1,18,1,20.0
TXN000132,2026-05-09,1,25,2,560.0
TXN000132,2026-05-09,1,13,1,60.0
TXN000133,2026-05-09,1,5,1,95.0
TXN000134,2026-05-09,1,22,3,90.0
TXN000134,2026-05-09,1,60,1,40.0
TXN000134,2026-05-09,1,51,2,360.0
TXN000134,2026-05-09,1,33,1,85.0
TXN000135,2026-05-09,1,32,1,120.0
TXN000135,2026-05-09,1,56,1,120.0
TXN000135,2026-05-09,1,10,1,45.0
TXN000135,2026-05-09,1,29,2,190.0
TXN000136,2026-05-09,1,60,1,40.0
TXN000136,2026-05-09,1,21,1,310.0
TXN000136,2026-05-09,1,13,2,120.0
TXN000137,2026-05-09,1,48,1,24.0
TXN000138,2026-05-09,1,32,2,240.0
TXN000138,2026-05-09,1,3,2,230.0
TXN000139,2026-05-09,1,56,2,240.0
TXN000139,2026-05-09,1,7,1,130.0
TXN000139,2026-05-09,1,55,2,60.0
TXN000140,2026-05-09,1,1,4,256.0
TXN000140,2026-05-09,1,10,2,90.0
TXN000140,2026-05-09,1,27,2,80.0
TXN000141,2026-05-09,1,22,1,30.0
TXN000141,2026-05-09,1,40,1,65.0
TXN000141,2026-05-09,1,45,1,135.0
TXN000142,2026-05-09,1,25,2,560.0
TXN000142,2026-05-09,1,21,1,310.0
TXN000142,2026-05-09,1,46,2,96.0
TXN000142,2026-05-09,1,57,1,90.0
TXN000143,2026-05-09,2,48,1,24.0
TXN000143,2026-05-09,2,6,2,60.0
TXN000144,2026-05-09,2,29,2,190.0
TXN000145,2026-05-09,2,3,1,115.0
TXN000146,2026-05-09,2,51,1,180.0
TXN000146,2026-05-09,2,4,1,140.0
TXN000146,2026-05-09,2,19,1,110.0
TXN000147,2026-05-09,2,11,1,35.0
TXN000147,2026-05-09,2,12,2,180.0
TXN000148,2026-05-09,2,44,1,580.0
TXN000148,2026-05-09,2,16,2,240.0
TXN000148,2026-05-09,2,32,1,120.0
TXN000148,2026-05-09,2,59,1,35.0
TXN000149,2026-05-09,2,58,1,25.0
TXN000150,2026-05-09,2,29,3,285.0
TXN000150,2026-05-09,2,23,1,25.0
TXN000151,2026-05-09,2,55,1,30.0
TXN000151,2026-05-09,2,31,1,175.0
TXN000151,2026-05-09,2,7,1,130.0
TXN000151,2026-05-09,2,16,2,240.0
TXN000152,2026-05-09,2,2,1,35.0
TXN000152,2026-05-09,2,54,1,35.0
TXN000152,2026-05-09,2,43,2,480.0
TXN000154,2026-05-09,2,48,2,48.0
TXN000154,2026-05-09,2,32,1,120.0
TXN000154,2026-05-09,2,54,1,35.0
TXN000154,2026-05-09,2,58,1,25.0
TXN000154,2026-05-09,2,19,1,110.0
TXN000155,2026-05-09,2,41,1,90.0
TXN000155,2026-05-09,2,7,2,260.0
TXN000156,2026-05-09,2,51,1,180.0
TXN000156,2026-05-09,2,29,1,95.0
TXN000158,2026-05-09,2,13,2,120.0
TXN000158,2026-05-09,2,9,3,120.0
TXN000159,2026-05-09,2,59,1,35.0
TXN000160,2026-05-09,2,52,2,100.0
TXN000160,2026-05-09,2,48,2,48.0
TXN000160,2026-05-09,2,56,1,120.0
TXN000161,2026-05-09,2,56,1,120.0
TXN000162,2026-05-09,2,55,2,60.0
TXN000162,2026-05-09,2,52,2,100.0
TXN000162,2026-05-09,2,36,2,210.0
TXN000162,2026-05-09,2,24,1,50.0
TXN000163,2026-05-09,2,48,2,48.0
TXN000163,2026-05-09,2,17,1,45.0
TXN000164,2026-05-09,2,44,1,580.0
TXN000165,2026-05-09,2,40,1,65.0
TXN000166,2026-05-09,2,15,1,110.0
TXN000166,2026-05-09,2,42,1,620.0
TXN000166,2026-05-09,2,5,1,95.0
TXN000166,2026-05-09,2,41,1,90.0
TXN000166,2026-05-09,2,53,1,40.0
TXN000168,2026-05-09,2,16,2,240.0
TXN000169,2026-05-09,2,9,3,120.0
TXN000169,2026-05-09,2,25,1,280.0
TXN000169,2026-05-09,2,30,1,40.0
TXN000169,2026-05-09,2,24,1,50.0
TXN000169,2026-05-09,2,43,1,240.0
TXN000171,2026-05-09,2,40,1,65.0
TXN000171,2026-05-09,2,27,1,40.0
TXN000171,2026-05-09,2,18,1,20.0
TXN000171,2026-05-09,2,3,1,115.0
TXN000173,2026-05-09,2,18,1,20.0
TXN000173,2026-05-09,2,8,2,168.0
TXN000173,2026-05-09,2,55,2,60.0
TXN000174,2026-05-09,2,4,1,140.0
TXN000175,2026-05-09,2,51,1,180.0
TXN000175,2026-05-09,2,37,1,160.0
TXN000176,2026-05-09,2,14,1,80.0
TXN000176,2026-05-09,2,53,2,80.0
TXN000176,2026-05-09,2,56,2,240.0
TXN000176,2026-05-09,2,15,1,110.0
TXN000177,2026-05-09,2,9,2,80.0
TXN000177,2026-05-09,2,35,1,145.0
TXN000178,2026-05-09,2,9,3,120.0
TXN000179,2026-05-09,2,38,1,210.0
TXN000179,2026-05-09,2,21,1,310.0
TXN000180,2026-05-09,2,4,1,140.0
TXN000180,2026-05-09,2,9,3,120.0
TXN000180,2026-05-09,2,48,2,48.0
TXN000181,2026-05-09,2,33,1,85.0
TXN000181,2026-05-09,2,7,2,260.0
TXN000182,2026-05-09,2,30,2,80.0
TXN000182,2026-05-09,2,42,2,1240.0
TXN000182,2026-05-09,2,2,1,35.0
TXN000182,2026-05-09,2,4,2,280.0
TXN000183,2026-05-09,3,58,1,25.0
TXN000184,2026-05-09,3,21,1,310.0
TXN000186,2026-05-09,3,30,2,80.0
TXN000186,2026-05-09,3,33,1,85.0
TXN000186,2026-05-09,3,39,1,140.0
TXN000187,2026-05-09,3,29,1,95.0
TXN000188,2026-05-09,3,22,1,30.0
TXN000188,2026-05-09,3,53,1,40.0
TXN000189,2026-05-09,3,60,1,40.0
TXN000190,2026-05-09,3,54,2,70.0
TXN000191,2026-05-09,3,52,1,50.0
TXN000191,2026-05-09,3,9,3,120.0
TXN000191,2026-05-09,3,36,2,210.0
TXN000192,2026-05-09,3,22,2,60.0
TXN000192,2026-05-09,3,27,2,80.0
TXN000192,2026-05-09,3,23,1,25.0
TXN000193,2026-05-09,3,23,1,25.0
TXN000193,2026-05-09,3,7,1,130.0
TXN000194,2026-05-09,3,23,1,25.0
TXN000195,2026-05-09,3,24,1,50.0
TXN000195,2026-05-09,3,8,2,168.0
TXN000195,2026-05-09,3,18,1,20.0
TXN000196,2026-05-09,3,2,1,35.0
TXN000196,2026-05-09,3,39,1,140.0
TXN000196,2026-05-09,3,60,1,40.0
TXN000196,2026-05-09,3,43,2,480.0
TXN000196,2026-05-09,3,54,2,70.0
TXN000198,2026-05-09,3,48,1,24.0
TXN000198,2026-05-09,3,41,1,90.0
TXN000199,2026-05-09,3,14,1,80.0
TXN000199,2026-05-09,3,25,1,280.0
TXN000199,2026-05-09,3,27,2,80.0
TXN000199,2026-05-09,3,30,1,40.0
TXN000199,2026-05-09,3,22,2,60.0
TXN000200,2026-05-09,3,6,1,30.0
TXN000200,2026-05-09,3,57,1,90.0
TXN000200,2026-05-09,3,4,1,140.0
TXN000200,2026-05-09,3,10,1,45.0
TXN000201,2026-05-09,3,18,1,20.0
TXN000201,2026-05-09,3,14,1,80.0
TXN000201,2026-05-09,3,49,1,85.0
TXN000201,2026-05-09,3,33,1,85.0
TXN000202,2026-05-09,3,43,2,480.0
TXN000202,2026-05-09,3,3,1,115.0
TXN000203,2026-05-09,3,50,1,260.0
TXN000203,2026-05-09,3,9,2,80.0
TXN000204,2026-05-09,3,1,2,128.0
TXN000205,2026-05-09,3,48,1,24.0
TXN000205,2026-05-09,3,12,2,180.0
TXN000205,2026-05-09,3,9,3,120.0
TXN000207,2026-05-09,3,28,1,75.0
TXN000209,2026-05-09,3,28,1,75.0
TXN000209,2026-05-09,3,26,1,450.0
TXN000210,2026-05-09,3,21,1,310.0
TXN000211,2026-05-09,3,54,2,70.0
TXN000211,2026-05-09,3,45,2,270.0
TXN000211,2026-05-09,3,59,1,35.0
TXN000211,2026-05-09,3,24,1,50.0
TXN000212,2026-05-09,3,6,2,60.0
TXN000212,2026-05-09,3,48,2,48.0
TXN000214,2026-05-09,3,23,1,25.0
TXN000214,2026-05-09,3,47,1,165.0
TXN000214,2026-05-09,3,53,2,80.0
TXN000215,2026-05-09,3,39,1,140.0
TXN000215,2026-05-09,3,10,1,45.0
TXN000217,2026-05-09,3,29,1,95.0
TXN000217,2026-05-09,3,60,1,40.0
TXN000217,2026-05-09,3,57,1,90.0
TXN000218,2026-05-09,3,29,1,95.0
TXN000218,2026-05-09,3,5,1,95.0
TXN000219,2026-05-09,3,5,1,95.0
TXN000220,2026-05-09,3,5,1,95.0
TXN000220,2026-05-09,3,42,2,1240.0
TXN000221,2026-05-09,3,33,2,170.0
TXN000221,2026-05-09,3,25,1,280.0
TXN000221,2026-05-09,3,30,2,80.0
TXN000221,2026-05-09,3,36,2,210.0
TXN000222,2026-05-10,1,39,1,140.0
TXN000222,2026-05-10,1,31,1,175.0
TXN000222,2026-05-10,1,33,1,85.0
TXN000223,2026-05-10,1,46,2,96.0
TXN000223,2026-05-10,1,6,2,60.0
TXN000223,2026-05-10,1,33,1,85.0
TXN000224,2026-05-10,1,24,1,50.0
TXN000225,2026-05-10,1,22,1,30.0
TXN000225,2026-05-10,1,7,1,130.0
TXN000226,2026-05-10,1,47,2,330.0
TXN000226,2026-05-10,1,55,1,30.0
TXN000226,2026-05-10,1,43,2,480.0
TXN000227,2026-05-10,1,59,1,35.0
TXN000227,2026-05-10,1,23,1,25.0
TXN000228,2026-05-10,1,9,4,160.0
TXN000228,2026-05-10,1,39,1,140.0
TXN000228,2026-05-10,1,46,2,96.0
TXN000228,2026-05-10,1,6,2,60.0
TXN000229,2026-05-10,1,6,1,30.0
TXN000229,2026-05-10,1,42,1,620.0
TXN000229,2026-05-10,1,43,2,480.0
TXN000229,2026-05-10,1,28,1,75.0
TXN000229,2026-05-10,1,33,2,170.0
TXN000230,2026-05-10,1,13,2,120.0
TXN000230,2026-05-10,1,15,2,220.0
TXN000230,2026-05-10,1,9,4,160.0
TXN000230,2026-05-10,1,10,2,90.0
TXN000231,2026-05-10,1,43,1,240.0
TXN000231,2026-05-10,1,22,2,60.0
TXN000231,2026-05-10,1,57,1,90.0
TXN000231,2026-05-10,1,50,1,260.0
TXN000232,2026-05-10,1,47,1,165.0
TXN000232,2026-05-10,1,29,2,190.0
TXN000233,2026-05-10,1,29,2,190.0
TXN000233,2026-05-10,1,40,1,65.0
TXN000234,2026-05-10,1,15,2,220.0
TXN000234,2026-05-10,1,35,2,290.0
TXN000234,2026-05-10,1,16,1,120.0
TXN000235,2026-05-10,1,24,3,150.0
TXN000236,2026-05-10,1,50,1,260.0
TXN000236,2026-05-10,1,33,1,85.0
TXN000237,2026-05-10,1,52,2,100.0
TXN000237,2026-05-10,1,39,1,140.0
TXN000238,2026-05-10,1,56,2,240.0
TXN000238,2026-05-10,1,24,2,100.0
TXN000238,2026-05-10,1,36,2,210.0
TXN000238,2026-05-10,1,60,1,40.0
TXN000239,2026-05-10,1,18,2,40.0
TXN000239,2026-05-10,1,29,2,190.0
TXN000240,2026-05-10,1,6,1,30.0
TXN000240,2026-05-10,1,59,1,35.0
TXN000240,2026-05-10,1,15,2,220.0
TXN000240,2026-05-10,1,53,2,80.0
TXN000241,2026-05-10,1,24,2,100.0
TXN000241,2026-05-10,1,16,2,240.0
TXN000241,2026-05-10,1,25,2,560.0
TXN000241,2026-05-10,1,6,1,30.0
TXN000241,2026-05-10,1,15,1,110.0
TXN000242,2026-05-10,1,54,1,35.0
TXN000243,2026-05-10,1,40,1,65.0
TXN000243,2026-05-10,1,1,3,192.0
TXN000243,2026-05-10,1,58,1,25.0
TXN000243,2026-05-10,1,6,3,90.0
TXN000244,2026-05-10,1,28,2,150.0
TXN000244,2026-05-10,1,8,2,168.0
TXN000244,2026-05-10,1,50,2,520.0
TXN000245,2026-05-10,1,8,1,84.0
TXN000246,2026-05-10,1,39,1,140.0
TXN000246,2026-05-10,1,35,1,145.0
TXN000246,2026-05-10,1,2,2,70.0
TXN000246,2026-05-10,1,41,1,90.0
TXN000247,2026-05-10,1,23,1,25.0
TXN000247,2026-05-10,1,16,1,120.0
TXN000247,2026-05-10,1,27,2,80.0
TXN000247,2026-05-10,1,12,2,180.0
TXN000248,2026-05-10,1,51,2,360.0
TXN000248,2026-05-10,1,33,1,85.0
TXN000248,2026-05-10,1,36,2,210.0
TXN000248,2026-05-10,1,2,2,70.0
TXN000248,2026-05-10,1,25,1,280.0
TXN000249,2026-05-10,1,23,1,25.0
TXN000250,2026-05-10,1,47,1,165.0
TXN000250,2026-05-10,1,43,1,240.0
TXN000251,2026-05-10,1,9,2,80.0
TXN000251,2026-05-10,1,23,2,50.0
TXN000252,2026-05-10,1,45,3,405.0
TXN000252,2026-05-10,1,41,2,180.0
TXN000252,2026-05-10,1,12,2,180.0
TXN000253,2026-05-10,1,3,1,115.0
TXN000253,2026-05-10,1,19,1,110.0
TXN000253,2026-05-10,1,13,1,60.0
TXN000253,2026-05-10,1,51,2,360.0
TXN000254,2026-05-10,1,31,1,175.0
TXN000254,2026-05-10,1,17,2,90.0
TXN000254,2026-05-10,1,3,2,230.0
TXN000254,2026-05-10,1,49,2,170.0
TXN000254,2026-05-10,1,42,1,620.0
TXN000255,2026-05-10,1,52,1,50.0
TXN000256,2026-05-10,1,58,2,50.0
TXN000256,2026-05-10,1,25,1,280.0
TXN000256,2026-05-10,1,22,2,60.0
TXN000256,2026-05-10,1,12,2,180.0
